Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-11 00:00:00-04:00,18.081151962280273,18.081151962280273,18.081151962280273,18.081151962280273,0,0.0,0.0
2020-05-12 00:00:00-04:00,18.066747665405273,18.066747665405273,18.066747665405273,18.066747665405273,0,0.0,0.0
2020-05-13 00:00:00-04:00,18.045122146606445,18.045122146606445,18.045122146606445,18.045122146606445,0,0.0,0.0
2020-05-14 00:00:00-04:00,17.886579368376957,17.908199419520738,17.692003031686063,17.83613395690918,372100,0.0,0.0
2020-05-15 00:00:00-04:00,17.86496069176755,17.973058198417704,17.83613395690918,17.83613395690918,475200,0.0,0.0
2020-05-18 00:00:00-04:00,17.886580980918907,18.08836401951589,17.886580980918907,17.994678497314453,204600,0.0,0.0
2020-05-19 00:00:00-04:00,18.016294479370117,18.088359932194436,18.00908779663427,18.016294479370117,77300,0.0,0.0
2020-05-20 00:00:00-04:00,18.08115866401429,18.08836534890824,18.03791992918517,18.052331924438477,32400,0.0,0.0
2020-05-21 00:00:00-04:00,18.218080488318083,18.218080488318083,18.052329507022336,18.095569610595703,197600,0.0,0.0
2020-05-22 00:00:00-04:00,18.09557006701861,18.628852320398014,18.09557006701861,18.369417190551758,63500,0.0,0.0
2020-05-26 00:00:00-04:00,18.592817735926715,18.592817735926715,18.268525218454187,18.48472023010254,214400,0.0,0.0
2020-05-27 00:00:00-04:00,18.520753325538795,18.71532828281666,18.520753325538795,18.700916290283203,273800,0.0,0.0
2020-05-28 00:00:00-04:00,18.59281741180909,18.89549124756107,18.59281741180909,18.700916290283203,27800,0.0,0.0
2020-05-29 00:00:00-04:00,18.657675360830872,18.7585675512923,18.60002326965332,18.60002326965332,220100,0.0,0.0
2020-06-01 00:00:00-04:00,18.71532986822114,18.772981966841776,18.66488445374489,18.736949920654297,79700,0.0,0.0
2020-06-02 00:00:00-04:00,18.801806469480617,18.801806469480617,18.708120961269305,18.772979736328125,269900,0.0,0.0
2020-06-03 00:00:00-04:00,18.78018641961625,18.809013152768742,18.708120961269305,18.772979736328125,153800,0.0,0.0
2020-06-04 00:00:00-04:00,18.772982108897082,18.88108099734641,18.772982108897082,18.787395477294922,65900,0.0,0.0
2020-06-05 00:00:00-04:00,19.025207942169036,19.025207942169036,18.845044985567938,18.917110443115234,169400,0.0,0.0
2020-06-08 00:00:00-04:00,18.917110339356768,19.003589162846048,18.917110339356768,18.98917579650879,13400,0.0,0.0
2020-06-09 00:00:00-04:00,19.018000939386962,19.018000939386962,18.845044668900336,18.953142166137695,118700,0.0,0.0
2020-06-10 00:00:00-04:00,18.881078867565655,18.95314295235711,18.809013408239895,18.9315242767334,33200,0.0,0.0
2020-06-11 00:00:00-04:00,18.36941896036018,18.62885411520181,18.318973541259766,18.318973541259766,36700,0.0,0.0
2020-06-12 00:00:00-04:00,18.58561321906383,18.58561321906383,18.376623507631887,18.463102340698242,29200,0.0,0.0
2020-06-15 00:00:00-04:00,18.39824441872386,18.513548618507382,18.26132016603049,18.5063419342041,61800,0.0,0.0
2020-06-16 00:00:00-04:00,18.614438179755,18.708122320237287,18.556786083796425,18.693710327148438,58000,0.0,0.0
2020-06-17 00:00:00-04:00,18.69371333628479,18.722538701636914,18.563995755863697,18.59282112121582,34300,0.0,0.0
2020-06-18 00:00:00-04:00,18.60002086212354,18.657672945838783,18.578402189814135,18.643260955810547,30000,0.0,0.0
2020-06-19 00:00:00-04:00,18.664881790568646,18.72253388096326,18.60002301705792,18.62164306640625,36300,0.0,0.0
2020-06-22 00:00:00-04:00,18.67929960349516,18.82343055105987,18.664886233831773,18.809017181396484,51400,0.0,0.0
2020-06-23 00:00:00-04:00,18.837842546188675,18.93873475929781,18.628854184207885,18.809017181396484,74900,0.0,0.0
2020-06-24 00:00:00-04:00,18.787390224499205,18.801803588867188,18.59281392913367,18.801803588867188,47300,0.0,0.0
2020-06-25 00:00:00-04:00,18.75136343083479,18.823428898289517,18.70091801597682,18.787395477294922,187700,0.0,0.0
2020-06-26 00:00:00-04:00,18.809014196203606,18.809014196203606,18.679296638889856,18.7297420501709,42700,0.0,0.0
2020-06-29 00:00:00-04:00,18.68650332257777,18.80180751251569,18.68650332257777,18.7297420501709,432500,0.0,0.0
2020-06-30 00:00:00-04:00,18.772980777764026,18.931525069829444,18.643264594984643,18.7297420501709,929900,0.0,0.0
2020-07-01 00:00:00-04:00,18.672090275713575,18.72974237167215,18.672090275713575,18.693710327148438,25100,0.0,0.0
2020-07-02 00:00:00-04:00,18.729741649884453,18.76577506755394,18.66488287261372,18.700916290283203,20400,0.0,0.0
2020-07-06 00:00:00-04:00,18.729741649884453,18.772980376553495,18.657676189079822,18.700916290283203,19900,0.0,0.0
2020-07-07 00:00:00-04:00,18.686501839916975,18.73694724719548,18.60002301705792,18.62164306640625,39600,0.0,0.0
2020-07-08 00:00:00-04:00,18.650469505545924,18.700916290283203,18.600024095342985,18.700916290283203,42800,0.0,0.0
2020-07-09 00:00:00-04:00,18.700915526146023,18.700915526146023,18.55678461042609,18.58561134338379,18600,0.0,0.0
2020-07-10 00:00:00-04:00,18.62164338504663,18.62164338504663,18.520752568763246,18.58561134338379,35000,0.0,0.0
2020-07-13 00:00:00-04:00,18.585610725589607,18.6288494490546,18.499131904125385,18.520751953125,25200,0.0,0.0
