Price,Close,High,Low,Open,Volume
Ticker,^NDX,^NDX,^NDX,^NDX,^NDX
Date,,,,,
1985-10-01,112.13999938964844,112.16000366210938,110.56500244140625,110.62000274658203,153160000
1985-10-02,110.82499694824219,112.54000091552734,110.77999877929688,112.13999938964844,164640000
1985-10-03,110.87000274658203,111.18499755859375,110.12000274658203,110.83999633789062,147300000
1985-10-04,110.07499694824219,110.87000274658203,109.8550033569336,110.87000274658203,147900000
1985-10-07,108.19999694824219,110.13500213623047,108.17500305175781,110.07499694824219,128640000
1985-10-08,107.16000366210938,108.2699966430664,106.75,108.19999694824219,144100000
1985-10-09,108.62999725341797,108.98999786376953,107.11499786376953,107.16000366210938,156200000
1985-10-10,109.43499755859375,109.51000213623047,107.80999755859375,108.62999725341797,154840000
1985-10-11,111.05000305175781,111.12000274658203,109.42500305175781,109.43499755859375,158220000
1985-10-14,113.18499755859375,113.2699966430664,111.05000305175781,111.05000305175781,123120000
1985-10-15,113.37999725341797,113.9800033569336,112.79000091552734,113.18499755859375,171360000
1985-10-16,114.31500244140625,114.33999633789062,113.19999694824219,113.37999725341797,175120000
1985-10-17,114.73999786376953,115.33999633789062,114.31500244140625,114.31500244140625,190940000
1985-10-18,114.31999969482422,114.96499633789062,113.83000183105469,114.73999786376953,180880000
1985-10-21,113.68000030517578,114.45500183105469,113.6500015258789,114.31999969482422,142800000
1985-10-22,114.44000244140625,114.88999938964844,113.42500305175781,113.80000305175781,157740000
1985-10-23,115.06500244140625,115.5250015258789,114.44000244140625,114.44000244140625,202200000
1985-10-24,115.48500061035156,116.1050033569336,115.06500244140625,115.06500244140625,190860000
1985-10-25,113.91000366210938,115.54499816894531,113.73999786376953,115.48500061035156,165840000
1985-10-28,113.81999969482422,113.91000366210938,113.20500183105469,113.91000366210938,131460000
1985-10-29,115.4000015258789,115.73500061035156,113.80500030517578,113.81999969482422,163400000
1985-10-30,115.7699966430664,116.125,115.33999633789062,115.4000015258789,196040000
1985-10-31,115.4800033569336,116.11000061035156,115.15499877929688,115.7699966430664,169920000
1985-11-01,116.2750015258789,116.7750015258789,115.4800033569336,115.4800033569336,180180000
1985-11-04,116.04000091552734,117.07499694824219,115.82499694824219,116.2750015258789,150680000
1985-11-05,116.44000244140625,116.56500244140625,115.87999725341797,116.04000091552734,175360000
1985-11-06,117.37999725341797,117.62000274658203,116.44000244140625,116.44000244140625,187000000
1985-11-07,117.62000274658203,117.96499633789062,117.37999725341797,117.37999725341797,177280000
1985-11-08,119.26000213623047,119.38999938964844,117.58499908447266,117.62000274658203,173520000
1985-11-11,120.4000015258789,120.54000091552734,119.18000030517578,119.26000213623047,160780000
1985-11-12,121.81999969482422,122.01000213623047,120.38999938964844,120.38999938964844,216600000
1985-11-13,121.16500091552734,121.91500091552734,120.9000015258789,121.81999969482422,186420000
1985-11-14,121.83499908447266,121.91500091552734,120.80000305175781,121.16500091552734,196080000
1985-11-15,122.17500305175781,123.0999984741211,121.79000091552734,121.83499908447266,190540000
1985-11-18,121.95500183105469,122.27999877929688,121.7300033569336,122.17500305175781,164420000
1985-11-19,122.56999969482422,122.80000305175781,121.73500061035156,121.95500183105469,203600000
1985-11-20,122.19999694824219,122.79499816894531,122.19999694824219,122.56999969482422,195200000
1985-11-21,123.61000061035156,123.80500030517578,122.19999694824219,122.19999694824219,239800000
